"","honeycomb","score"
"12128","eacdghr",1264
"12129","gacdehr",590
"12130","hacdegr",526
"12131","racdegh",1105
"12132","achiort",728
"12133","cahiort",770
"12134","haciort",493
"12135","iachort",552
"12136","oachirt",630
"12137","rachiot",745
"12138","tachior",747
"12139","achirty",494
"12140","cahirty",441
"12141","hacirty",302
"12142","iachrty",367
"12143","rachity",421
"12144","tachiry",469
"12145","yachirt",206
"12146","acdehkr",852
"12147","cadehkr",697
"12148","dacehkr",830
"12149","eacdhkr",1043
"12150","hacdekr",524
"12151","kacdehr",388
"12152","racdehk",918
"12153","acdhlry",321
"12154","cadhlry",176
"12155","dachlry",124
"12156","hacdlry",178
"12157","lacdhry",206
"12158","racdhly",204
"12159","yacdhlr",184
"12160","achlnrt",533
"12161","cahlnrt",315
"12162","haclnrt",229
"12163","lachnrt",273
"12164","nachlrt",244
"12165","rachlnt",297
"12166","tachlnr",342
"12167","acehlry",716
"12168","caehlry",599
"12169","eachlry",733
"12170","hacelry",391
"12171","lacehry",656
"12172","racehly",641
"12173","yacehlr",415
"12174","acehilr",1065
"12175","caehilr",1064
"12176","eachilr",1126
"12177","haceilr",703
"12178","iacehlr",919
"12179","lacehir",972
"12180","racehil",1024
"12181","achklor",523
"12182","cahklor",448
"12183","hacklor",344
"12184","kachlor",205
"12185","lachkor",363
"12186","oachklr",418
"12187","rachklo",312
"12188","acdehmr",1215
"12189","cadehmr",683
"12190","dacehmr",1024
"12191","eacdhmr",1349
"12192","hacdemr",627
"12193","macdehr",731
"12194","racdehm",1206
"12195","achiqru",163
"12196","cahiqru",169
"12197","haciqru",103
"12198","iachqru",125
"12199","qachiru",29
"12200","rachiqu",158
"12201","uachiqr",125
"12202","acehtux",245
"12203","caehtux",258
"12204","eachtux",256
"12205","hacetux",224
"12206","tacehux",277
"12207","uacehtx",102
"12208","xacehtu",37
"12209","achilty",610
"12210","cahilty",624
"12211","hacilty",360
"12212","iachlty",627
"12213","lachity",660
"12214","tachily",533
"12215","yachilt",371
"12216","acefhru",404
"12217","caefhru",411
"12218","eacfhru",462
"12219","facehru",274
"12220","hacefru",284
"12221","racefhu",503
"12222","uacefhr",248
"12223","abchnow",218
"12224","bachnow",141
"12225","cabhnow",196
"12226","habcnow",140
"12227","nabchow",180
"12228","oabchnw",246
"12229","wabchno",59
"12230","acghinw",372
"12231","caghinw",245
"12232","gachinw",442
"12233","hacginw",248
"12234","iacghnw",484
"12235","nacghiw",507
"12236","wacghin",211
"12237","acehoty",339
"12238","caehoty",405
"12239","eachoty",329
"12240","haceoty",360
"12241","oacehty",243
"12242","tacehoy",412
"12243","yacehot",152
"12244","achimnz",308
"12245","cahimnz",199
"12246","hacimnz",151
"12247","iachmnz",244
"12248","machinz",218
"12249","nachimz",265
"12250","zachimn",117
"12251","acdehnp",624
"12252","cadehnp",409
"12253","dacehnp",519
"12254","eacdhnp",729
"12255","hacdenp",312
"12256","nacdehp",497
"12257","pacdehn",434
"12258","acehjkp",136
"12259","caehjkp",112
"12260","eachjkp",136
"12261","hacejkp",103
"12262","jacehkp",22
"12263","kacehjp",86
"12264","pacehjk",110
"12265","acehlpy",577
"12266","caehlpy",360
"12267","eachlpy",442
"12268","hacelpy",323
"12269","lacehpy",518
"12270","pacehly",363
"12271","yacehlp",264
"12272","bcehkry",93
"12273","cbehkry",155
"12274","ebchkry",228
"12275","hbcekry",149
"12276","kbcehry",90
"12277","rbcehky",173
"12278","ybcehkr",108
"12279","ceghikn",250
"12280","ecghikn",268
"12281","gcehikn",321
"12282","hcegikn",245
"12283","iceghkn",415
"12284","kceghin",222
"12285","nceghik",396
"12286","acehkmr",618
"12287","caehkmr",425
"12288","eachkmr",607
"12289","hacekmr",293
"12290","kacehmr",269
"12291","macehkr",418
"12292","racehkm",637
"12293","acehkmt",403
"12294","caehkmt",316
"12295","eachkmt",367
"12296","hacekmt",319
"12297","kacehmt",142
"12298","macehkt",174
"12299","tacehkm",363
"12300","cehkotu",224
"12301","echkotu",149
"12302","hcekotu",186
"12303","kcehotu",115
"12304","ocehktu",183
"12305","tcehkou",186
"12306","ucehkot",123
"12307","cehiknr",420
"12308","echiknr",481
"12309","hceiknr",320
"12310","icehknr",453
"12311","kcehinr",241
"12312","ncehikr",303
"12313","rcehikn",436
"12314","cehkmor",385
"12315","echkmor",397
"12316","hcekmor",254
"12317","kcehmor",196
"12318","mcehkor",195
"12319","ocehkmr",371
"12320","rcehkmo",407
"12321","cehkorw",356
"12322","echkorw",371
"12323","hcekorw",220
"12324","kcehorw",230
"12325","ocehkrw",335
"12326","rcehkow",375
"12327","wcehkor",154
"12328","bcehkno",161
"12329","cbehkno",203
"12330","ebchkno",165
"12331","hbcekno",147
"12332","kbcehno",126
"12333","nbcehko",139
"12334","obcehkn",218
"12335","cefhklu",138
"12336","ecfhklu",151
"12337","fcehklu",67
"12338","hcefklu",98
"12339","kcefhlu",109
"12340","lcefhku",151
"12341","ucefhkl",108
"12342","cehikly",279
"12343","echikly",232
"12344","hceikly",191
"12345","icehkly",247
"12346","kcehily",159
"12347","lcehiky",277
"12348","ycehikl",153
"12349","ceghinp",224
"12350","ecghinp",342
"12351","gcehinp",386
"12352","hceginp",219
"12353","iceghnp",517
"12354","nceghip",483
"12355","pceghin",322
"12356","cefhlru",266
"12357","ecfhlru",446
"12358","fcehlru",255
"12359","hceflru",210
"12360","lcefhru",346
"12361","rcefhlu",428
"12362","ucefhlr",308
"12363","cehilry",429
"12364","echilry",508
"12365","hceilry",331
"12366","icehlry",392
"12367","lcehiry",424
"12368","rcehily",427
"12369","ycehilr",237
"12370","ceghinr",411
"12371","ecghinr",774
"12372","gcehinr",652
"12373","hceginr",440
"12374","iceghnr",876
"12375","nceghir",771
"12376","rceghin",748
"12377","acdehlr",1283
"12378","cadehlr",902
"12379","dacehlr",1108
"12380","eacdhlr",1486
"12381","hacdelr",682
"12382","lacdehr",858
"12383","racdehl",1129
"12384","cdefhmo",157
"12385","dcefhmo",238
"12386","ecdfhmo",273
"12387","fcdehmo",77
"12388","hcdefmo",119
"12389","mcdefho",126
"12390","ocdefhm",244
"12391","cefghin",157
"12392","ecfghin",195
"12393","fceghin",104
"12394","gcefhin",235
"12395","hcefgin",173
"12396","icefghn",308
"12397","ncefghi",295
"12398","acdehlt",1137
"12399","cadehlt",813
"12400","dacehlt",743
"12401","eacdhlt",1212
"12402","hacdelt",765
"12403","lacdeht",846
"12404","tacdehl",854
"12405","cdehilp",387
"12406","dcehilp",482
"12407","ecdhilp",584
"12408","hcdeilp",297
"12409","icdehlp",491
"12410","lcdehip",448
"12411","pcdehil",289
"12412","cdehilo",566
"12413","dcehilo",673
"12414","ecdhilo",744
"12415","hcdeilo",408
"12416","icdehlo",587
"12417","lcdehio",655
"12418","ocdehil",574
"12419","cdehnop",358
"12420","dcehnop",521
"12421","ecdhnop",611
"12422","hcdenop",247
"12423","ncdehop",406
"12424","ocdehnp",550
"12425","pcdehno",378
"12426","cdehqru",317
"12427","dcehqru",348
"12428","ecdhqru",444
"12429","hcdeqru",175
"12430","qcdehru",65
"12431","rcdehqu",373
"12432","ucdehqr",281
"12433","bcehiru",254
"12434","cbehiru",310
"12435","ebchiru",412
"12436","hbceiru",221
"12437","ibcehru",307
"12438","rbcehiu",427
"12439","ubcehir",200
"12440","cehilrv",351
"12441","echilrv",690
"12442","hceilrv",264
"12443","icehlrv",550
"12444","lcehirv",478
"12445","rcehilv",587
"12446","vcehilr",377
"12447","cehmrtu",275
"12448","echmrtu",532
"12449","hcemrtu",248
"12450","mcehrtu",266
"12451","rcehmtu",493
"12452","tcehmru",411
"12453","ucehmrt",324
"12454","acehltv",703
"12455","caehltv",482
"12456","eachltv",635
"12457","haceltv",444
"12458","lacehtv",577
"12459","tacehlv",523
"12460","vacehlt",184
"12461","cehlruv",246
"12462","echlruv",370
"12463","hcelruv",165
"12464","lcehruv",279
"12465","rcehluv",353
"12466","ucehlrv",207
"12467","vcehlru",156
"12468","cehnorv",397
"12469","echnorv",473
"12470","hcenorv",227
"12471","ncehorv",303
"12472","ocehnrv",419
"12473","rcehnov",459
"12474","vcehnor",220
"12475","cehiotv",237
"12476","echiotv",197
"12477","hceiotv",154
"12478","icehotv",190
"12479","ocehitv",153
"12480","tcehiov",204
"12481","vcehiot",92
"12482","abcehlw",376
"12483","bacehlw",223
"12484","cabehlw",256
"12485","eabchlw",336
"12486","habcelw",256
"12487","labcehw",374
"12488","wabcehl",99
"12489","ceghinw",174
"12490","ecghinw",267
"12491","gcehinw",311
"12492","hceginw",267
"12493","iceghnw",394
"12494","nceghiw",395
"12495","wceghin",211
"12496","cehiknw",149
"12497","echiknw",147
"12498","hceiknw",142
"12499","icehknw",155
"12500","kcehinw",88
"12501","ncehikw",158
"12502","wcehikn",87
"12503","bchikou",83
"12504","cbhikou",133
"12505","hbcikou",92
"12506","ibchkou",73
"12507","kbchiou",87
"12508","obchiku",135
"12509","ubchiko",63
"12510","acdehik",316
"12511","cadehik",357
"12512","dacehik",429
"12513","eacdhik",437
"12514","hacdeik",242
"12515","iacdehk",297
"12516","kacdehi",212
"12517","cdehikn",310
"12518","dcehikn",401
"12519","ecdhikn",464
"12520","hcdeikn",223
"12521","icdehkn",392
"12522","kcdehin",235
"12523","ncdehik",306
"12524","chikory",216
"12525","hcikory",143
"12526","ichkory",141
"12527","kchiory",133
"12528","ochikry",203
"12529","rchikoy",147
"12530","ychikor",98
"12531","acehikp",204
"12532","caehikp",191
"12533","eachikp",205
"12534","haceikp",161
"12535","iacehkp",138
"12536","kacehip",134
"12537","pacehik",172
"12538","cdehikw",178
"12539","dcehikw",257
"12540","ecdhikw",281
"12541","hcdeikw",127
"12542","icdehkw",187
"12543","kcdehiw",142
"12544","wcdehik",91
"12545","cefhily",254
"12546","ecfhily",205
"12547","fcehily",123
"12548","hcefily",166
"12549","icefhly",215
"12550","lcefhiy",272
"12551","ycefhil",145
"12552","aceghit",319
"12553","caeghit",321
"12554","eacghit",334
"12555","gacehit",113
"12556","hacegit",313
"12557","iaceght",264
"12558","taceghi",412
"12559","bcdehil",240
"12560","cbdehil",285
"12561","dbcehil",433
"12562","ebcdhil",558
"12563","hbcdeil",235
"12564","ibcdehl",436
"12565","lbcdehi",447
"12566","cdghiln",176
"12567","dcghiln",141
"12568","gcdhiln",316
"12569","hcdgiln",189
"12570","icdghln",400
"12571","lcdghin",240
"12572","ncdghil",352
"12573","cdehilr",635
"12574","dcehilr",841
"12575","ecdhilr",1144
"12576","hcdeilr",478
"12577","icdehlr",870
"12578","lcdehir",631
"12579","rcdehil",850
"12580","cdehikl",409
"12581","dcehikl",449
"12582","ecdhikl",566
"12583","hcdeikl",272
"12584","icdehkl",440
"12585","kcdehil",274
"12586","lcdehik",418
"12587","cdghilo",224
"12588","dcghilo",146
"12589","gcdhilo",121
"12590","hcdgilo",167
"12591","icdghlo",227
"12592","lcdghio",220
"12593","ocdghil",268
"12594","cghilny",266
"12595","gchilny",351
"12596","hcgilny",256
"12597","icghlny",479
"12598","lcghiny",357
"12599","ncghily",387
"12600","ycghiln",236
"12601","cdhilop",255
"12602","dchilop",189
"12603","hcdilop",164
"12604","icdhlop",279
"12605","lcdhiop",269
"12606","ocdhilp",311
"12607","pcdhilo",186
"12608","acehimr",823
"12609","caehimr",720
"12610","eachimr",924
"12611","haceimr",501
"12612","iacehmr",643
"12613","macehir",653
"12614","racehim",942
"12615","bchilmy",70
"12616","cbhilmy",122
"12617","hbcilmy",95
"12618","ibchlmy",167
"12619","lbchimy",142
"12620","mbchily",65
"12621","ybchilm",101
"12622","acghimn",568
"12623","caghimn",366
"12624","gachimn",489
"12625","hacgimn",272
"12626","iacghmn",617
"12627","macghin",388
"12628","nacghim",609
"12629","cehilmy",277
"12630","echilmy",242
"12631","hceilmy",193
"12632","icehlmy",261
"12633","lcehimy",272
"12634","mcehily",155
"12635","ycehilm",144
"12636","cehimny",206
"12637","echimny",211
"12638","hceimny",150
"12639","icehmny",224
"12640","mcehiny",172
"12641","ncehimy",215
"12642","ycehimn",129
"12643","bcehino",168
"12644","cbehino",322
"12645","ebchino",236
"12646","hbceino",213
"12647","ibcehno",278
"12648","nbcehio",306
"12649","obcehin",327
"12650","achiknp",244
"12651","cahiknp",204
"12652","haciknp",119
"12653","iachknp",266
"12654","kachinp",160
"12655","nachikp",247
"12656","pachikn",139
"12657","chintyz",107
"12658","hcintyz",105
"12659","ichntyz",175
"12660","nchityz",98
"12661","tchinyz",121
"12662","ychintz",82
"12663","zchinty",64
"12664","chikmpu",94
"12665","hcikmpu",78
"12666","ichkmpu",75
"12667","kchimpu",58
"12668","mchikpu",63
"12669","pchikmu",64
"12670","uchikmp",77
"12671","cdehipr",749
"12672","dcehipr",797
"12673","ecdhipr",1219
"12674","hcdeipr",445
"12675","icdehpr",912
"12676","pcdehir",674
"12677","rcdehip",1052
"12678","cdehikr",569
"12679","dcehikr",654
"12680","ecdhikr",860
"12681","hcdeikr",327
"12682","icdehkr",607
"12683","kcdehir",329
"12684","rcdehik",692
"12685","cghiknr",194
"12686","gchiknr",256
"12687","hcgiknr",144
"12688","icghknr",337
"12689","kcghinr",138
"12690","ncghikr",292
"12691","rcghikn",158
"12692","cdehimr",483
"12693","dcehimr",613
"12694","ecdhimr",865
"12695","hcdeimr",312
"12696","icdehmr",624
"12697","mcdehir",326
"12698","rcdehim",702
"12699","cghimnr",152
"12700","gchimnr",246
"12701","hcgimnr",133
"12702","icghmnr",299
"12703","mcghinr",100
"12704","ncghimr",260
"12705","rcghimn",149
"12706","chilpry",163
"12707","hcilpry",128
"12708","ichlpry",201
"12709","lchipry",134
"12710","pchilry",98
"12711","rchilpy",85
"12712","ychilpr",128
"12713","cghinpr",175
"12714","gchinpr",312
"12715","hcginpr",148
"12716","icghnpr",386
"12717","ncghipr",346
"12718","pcghinr",187
"12719","rcghinp",181
"12720","chipruy",144
"12721","hcipruy",106
"12722","ichpruy",112
"12723","pchiruy",102
"12724","rchipuy",119
"12725","uchipry",96
"12726","ychipru",85
"12727","acdehit",741
"12728","cadehit",835
"12729","dacehit",736
"12730","eacdhit",900
"12731","hacdeit",551
"12732","iacdeht",586
"12733","tacdehi",768
"12734","cghilnt",288
"12735","gchilnt",507
"12736","hcgilnt",374
"12737","icghlnt",672
"12738","lcghint",394
"12739","ncghilt",518
"12740","tcghiln",413
"12741","cdehirt",882
"12742","dcehirt",965
"12743","ecdhirt",1513
"12744","hcdeirt",598
"12745","icdehrt",1143
"12746","rcdehit",1230
"12747","tcdehir",998
"12748","cghinvy",142
"12749","gchinvy",162
"12750","hcginvy",151
"12751","icghnvy",236
"12752","ncghivy",202
"12753","vcghiny",98
"12754","ycghinv",104
"12755","acehlor",945
"12756","caehlor",936
"12757","eachlor",868
"12758","hacelor",655
"12759","lacehor",854
"12760","oacehlr",761
"12761","racehlo",872
"12762","cdhilor",303
"12763","dchilor",204
"12764","hcdilor",222
"12765","icdhlor",296
"12766","lcdhior",185
"12767","ocdhilr",321
"12768","rcdhilo",197
"12769","chilnor",377
"12770","hcilnor",234
"12771","ichlnor",365
"12772","lchinor",207
"12773","nchilor",291
"12774","ochilnr",393
"12775","rchilno",197
"12776","chilort",499
"12777","hcilort",403
"12778","ichlort",514
"12779","lchiort",408
"12780","ochilrt",542
"12781","rchilot",357
"12782","tchilor",503
"12783","cfhlmor",92
"12784","fchlmor",47
"12785","hcflmor",71
"12786","lcfhmor",76
"12787","mcfhlor",62
"12788","ocfhlmr",141
"12789","rcfhlmo",73
"12790","chlopry",118
"12791","hclopry",114
"12792","lchopry",167
"12793","ochlpry",256
"12794","pchlory",143
"12795","rchlopy",89
"12796","ychlopr",150
"12797","abchklo",455
"12798","bachklo",257
"12799","cabhklo",343
"12800","habcklo",244
"12801","kabchlo",214
"12802","labchko",389
"12803","oabchkl",354
"12804","cfhklou",113
"12805","fchklou",56
"12806","hcfklou",93
"12807","kcfhlou",76
"12808","lcfhkou",96
"12809","ocfhklu",126
"12810","ucfhklo",75
"12811","cghikno",461
"12812","gchikno",479
"12813","hcgikno",294
"12814","icghkno",598
"12815","kcghino",277
"12816","ncghiko",607
"12817","ocghikn",505
"12818","achloty",565
"12819","cahloty",436
"12820","hacloty",425
"12821","lachoty",544
"12822","oachlty",534
"12823","tachloy",409
"12824","yachlot",246
"12825","cehiloy",334
"12826","echiloy",251
"12827","hceiloy",284
"12828","icehloy",258
"12829","lcehioy",376
"12830","ocehily",279
"12831","ycehilo",197
"12832","bchiory",100
"12833","cbhiory",155
"12834","hbciory",114
"12835","ibchory",121
"12836","obchiry",181
"12837","rbchioy",126
"12838","ybchior",74
"12839","cdehior",892
"12840","dcehior",976
"12841","ecdhior",1145
"12842","hcdeior",530
"12843","icdehor",685
"12844","ocdehir",768
"12845","rcdehio",1068
"12846","cghinor",488
"12847","gchinor",527
"12848","hcginor",325
"12849","icghnor",700
"12850","ncghior",675
"12851","ocghinr",600
"12852","rcghino",392
"12853","cehkory",432
"12854","echkory",440
"12855","hcekory",284
"12856","kcehory",312
"12857","ocehkry",410
"12858","rcehkoy",382
"12859","ycehkor",242
"12860","cehikor",572
"12861","echikor",547
"12862","hceikor",366
"12863","icehkor",392
"12864","kcehior",320
"12865","ocehikr",437
"12866","rcehiko",567
"12867","cehlnot",360
"12868","echlnot",423
"12869","hcelnot",247
"12870","lcehnot",287
"12871","ncehlot",298
"12872","ocehlnt",438
"12873","tcehlno",381
"12874","cehilor",652
"12875","echilor",730
"12876","hceilor",473
"12877","icehlor",582
"12878","lcehior",542
"12879","ocehilr",544
"12880","rcehilo",652
"12881","cehilno",614
"12882","echilno",519
"12883","hceilno",395
"12884","icehlno",614
"12885","lcehino",533
"12886","ncehilo",535
"12887","ocehiln",534
"12888","cdehmop",230
"12889","dcehmop",351
"12890","ecdhmop",402
"12891","hcdemop",202
"12892","mcdehop",177
"12893","ocdehmp",387
"12894","pcdehmo",242
"12895","cehmopr",377
"12896","echmopr",529
"12897","hcemopr",317
"12898","mcehopr",283
"12899","ocehmpr",502
"12900","pcehmor",350
"12901","rcehmop",527
"12902","cehinop",403
"12903","echinop",328
"12904","hceinop",275
"12905","icehnop",381
"12906","ncehiop",425
"12907","ocehinp",405
"12908","pcehino",298
"12909","cghilop",177
"12910","gchilop",80
"12911","hcgilop",142
"12912","icghlop",171
"12913","lcghiop",199
"12914","ocghilp",226
"12915","pcghilo",102
"12916","cdehopr",700
"12917","dcehopr",894
"12918","ecdhopr",1180
"12919","hcdeopr",406
"12920","ocdehpr",918
"12921","pcdehor",597
"12922","rcdehop",964
"12923","cehiopr",660
"12924","echiopr",778
"12925","hceiopr",432
"12926","icehopr",558
"12927","ocehipr",467
"12928","pcehior",552
"12929","rcehiop",787
"12930","chilopy",265
"12931","hcilopy",227
"12932","ichlopy",256
"12933","lchiopy",328
"12934","ochilpy",307
"12935","pchiloy",211
"12936","ychilop",231
"12937","cghinop",407
"12938","gchinop",529
"12939","hcginop",314
"12940","icghnop",663
"12941","ncghiop",694
"12942","ocghinp",562
"12943","pcghino",360
"12944","acghior",280
"12945","caghior",313
"12946","gachior",140
"12947","hacgior",236
"12948","iacghor",226
"12949","oacghir",265
"12950","racghio",306
"12951","achlory",574
"12952","cahlory",443
"12953","haclory",358
"12954","lachory",484
"12955","oachlry",485
"12956","rachloy",363
"12957","yachlor",274
"12958","acdhlor",544
"12959","cadhlor",406
"12960","dachlor",227
"12961","hacdlor",370
"12962","lacdhor",402
"12963","oacdhlr",498
"12964","racdhlo",352
"12965","ceghior",394
"12966","ecghior",438
"12967","gcehior",186
"12968","hcegior",289
"12969","iceghor",332
"12970","oceghir",360
"12971","rceghio",470
"12972","cehmnor",442
